index,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,colour,target
1563,7.2,0.695,0.13,0.076,20.0,0.99546,3.29,0.54,10.1,5,1,0
1564,7.2,0.695,0.13,0.076,20.0,0.99546,3.29,0.54,10.1,5,1,0
1565,6.7,0.67,0.02,0.061,42.0,0.99489,3.39,0.82,10.9,6,1,1
1566,6.7,0.16,0.64,0.059,52.0,0.99494,3.34,0.71,11.2,6,1,1
1567,7.2,0.695,0.13,0.076,20.0,0.99546,3.29,0.54,10.1,5,1,0
1568,7.0,0.56,0.13,0.077,42.0,0.99629,3.34,0.59,9.2,5,1,0
1569,6.2,0.51,0.14,0.056,34.0,0.99396,3.48,0.57,11.5,6,1,1
1570,6.4,0.36,0.53,0.23,35.0,0.9934,3.37,0.93,12.4,6,1,1
1571,6.4,0.38,0.14,0.038,25.0,0.99514,3.44,0.65,11.1,6,1,1
1572,7.3,0.69,0.32,0.069,104.0,0.99632,3.33,0.51,9.5,5,1,0
1573,6.0,0.58,0.2,0.075,50.0,0.99467,3.58,0.67,12.5,6,1,1
1574,5.6,0.31,0.78,0.074,92.0,0.99677,3.39,0.48,10.5,6,1,1
1575,7.5,0.52,0.4,0.06,20.0,0.99474,3.26,0.64,11.8,6,1,1
1576,8.0,0.3,0.63,0.081,29.0,0.99588,3.3,0.78,10.8,6,1,1
1577,6.2,0.7,0.15,0.076,27.0,0.99622,3.54,0.6,11.9,6,1,1
1578,6.8,0.67,0.15,0.118,20.0,0.9954,3.42,0.67,11.3,6,1,1
1579,6.2,0.56,0.09,0.053,32.0,0.99402,3.54,0.6,11.3,5,1,0
1580,7.4,0.35,0.33,0.068,26.0,0.9947,3.36,0.6,11.9,6,1,1
1581,6.2,0.56,0.09,0.053,32.0,0.99402,3.54,0.6,11.3,5,1,0
1582,6.1,0.715,0.1,0.053,27.0,0.99362,3.57,0.5,11.9,5,1,0
1583,6.2,0.46,0.29,0.074,98.0,0.99578,3.33,0.62,9.8,5,1,0
1584,6.7,0.32,0.44,0.061,34.0,0.99484,3.29,0.8,11.6,7,1,1
1585,7.2,0.39,0.44,0.066,48.0,0.99494,3.3,0.84,11.5,6,1,1
1586,7.5,0.31,0.41,0.065,60.0,0.99492,3.34,0.85,11.4,6,1,1
1587,5.8,0.61,0.11,0.066,28.0,0.99483,3.55,0.66,10.9,6,1,1
1588,7.2,0.66,0.33,0.068,102.0,0.99414,3.27,0.78,12.8,6,1,1
1589,6.6,0.725,0.2,0.073,79.0,0.9977,3.29,0.54,9.2,5,1,0
1590,6.3,0.55,0.15,0.077,35.0,0.99314,3.32,0.82,11.6,6,1,1
1591,5.4,0.74,0.09,0.089,26.0,0.99402,3.67,0.56,11.6,6,1,1
1592,6.3,0.51,0.13,0.076,40.0,0.99574,3.42,0.75,11.0,6,1,1
1593,6.8,0.62,0.08,0.068,38.0,0.99651,3.42,0.82,9.5,6,1,1
1594,6.2,0.6,0.08,0.09,44.0,0.9949,3.45,0.58,10.5,5,1,0
1595,5.9,0.55,0.1,0.062,51.0,0.99512,3.52,0.76,11.2,6,1,1
1596,6.3,0.51,0.13,0.076,40.0,0.99574,3.42,0.75,11.0,6,1,1
1597,5.9,0.645,0.12,0.075,44.0,0.99547,3.57,0.71,10.2,5,1,0
1598,6.0,0.31,0.47,0.067,42.0,0.99549,3.39,0.66,11.0,6,1,1
0,7.0,0.27,0.36,0.045,170.0,1.001,3.0,0.45,8.8,6,0,1
1,6.3,0.3,0.34,0.049,132.0,0.994,3.3,0.49,9.5,6,0,1
2,8.1,0.28,0.4,0.05,97.0,0.9951,3.26,0.44,10.1,6,0,1
3,7.2,0.23,0.32,0.058,186.0,0.9956,3.19,0.4,9.9,6,0,1
4,7.2,0.23,0.32,0.058,186.0,0.9956,3.19,0.4,9.9,6,0,1
5,8.1,0.28,0.4,0.05,97.0,0.9951,3.26,0.44,10.1,6,0,1
6,6.2,0.32,0.16,0.045,136.0,0.9949,3.18,0.47,9.6,6,0,1
7,7.0,0.27,0.36,0.045,170.0,1.001,3.0,0.45,8.8,6,0,1
8,6.3,0.3,0.34,0.049,132.0,0.994,3.3,0.49,9.5,6,0,1
9,8.1,0.22,0.43,0.044,129.0,0.9938,3.22,0.45,11.0,6,0,1
10,8.1,0.27,0.41,0.033,63.0,0.9908,2.99,0.56,12.0,5,0,0
11,8.6,0.23,0.4,0.035,109.0,0.9947,3.14,0.53,9.7,5,0,0
12,7.9,0.18,0.37,0.04,75.0,0.992,3.18,0.63,10.8,5,0,0
13,6.6,0.16,0.4,0.044,143.0,0.9912,3.54,0.52,12.4,7,0,1
14,8.3,0.42,0.62,0.04,172.0,1.0002,2.98,0.67,9.7,5,0,0
15,6.6,0.17,0.38,0.032,112.0,0.9914,3.25,0.55,11.4,7,0,1
16,6.3,0.48,0.04,0.046,99.0,0.9928,3.24,0.36,9.6,6,0,1
17,6.2,0.66,0.48,0.029,75.0,0.9892,3.33,0.39,12.8,8,0,1
18,7.4,0.34,0.42,0.033,171.0,0.9917,3.12,0.53,11.3,6,0,1
19,6.5,0.31,0.14,0.044,133.0,0.9955,3.22,0.5,9.5,5,0,0
20,6.2,0.66,0.48,0.029,75.0,0.9892,3.33,0.39,12.8,8,0,1
21,6.4,0.31,0.38,0.038,102.0,0.9912,3.17,0.35,11.0,7,0,1
22,6.8,0.26,0.42,0.049,122.0,0.993,3.47,0.48,10.5,8,0,1
23,7.6,0.67,0.14,0.074,168.0,0.9937,3.05,0.51,9.3,5,0,0
24,6.6,0.27,0.41,0.052,142.0,0.9951,3.42,0.47,10.0,6,0,1
25,7.0,0.25,0.32,0.046,245.0,0.9955,3.25,0.5,10.4,6,0,1
26,6.9,0.24,0.35,0.052,146.0,0.993,3.45,0.44,10.0,6,0,1
27,7.0,0.28,0.39,0.051,141.0,0.9961,3.38,0.53,10.5,6,0,1
28,7.4,0.27,0.48,0.047,132.0,0.9914,3.19,0.49,11.6,6,0,1
29,7.2,0.32,0.36,0.033,114.0,0.9906,3.1,0.71,12.3,7,0,1
30,8.5,0.24,0.39,0.044,142.0,0.9974,3.2,0.53,10.0,6,0,1
31,8.3,0.14,0.34,0.042,47.0,0.9934,3.47,0.4,10.2,6,0,1
32,7.4,0.25,0.36,0.05,100.0,0.992,3.19,0.44,10.8,6,0,1
33,6.2,0.12,0.34,0.045,117.0,0.9939,3.42,0.51,9.0,6,0,1
34,5.8,0.27,0.2,0.044,179.0,0.9962,3.37,0.37,10.2,5,0,0
35,7.3,0.28,0.43,0.08,123.0,0.9905,3.19,0.42,12.8,5,0,0
36,6.5,0.39,0.23,0.051,149.0,0.9934,3.24,0.35,10.0,5,0,0
37,7.0,0.33,0.32,0.053,138.0,0.9906,3.13,0.28,11.2,6,0,1
38,7.3,0.24,0.39,0.057,149.0,0.9999,3.21,0.36,8.6,5,0,0
39,7.3,0.24,0.39,0.057,149.0,0.9999,3.21,0.36,8.6,5,0,0
40,6.7,0.23,0.39,0.172,158.0,0.9937,3.11,0.36,9.4,6,0,1
41,6.7,0.24,0.39,0.173,157.0,0.9937,3.1,0.34,9.4,6,0,1
42,7.0,0.31,0.26,0.069,160.0,0.9954,3.13,0.46,9.8,6,0,1
43,6.6,0.24,0.27,0.057,152.0,0.9934,3.22,0.56,9.5,6,0,1
44,6.7,0.23,0.26,0.06,154.0,0.9934,3.24,0.56,9.5,6,0,1
45,7.4,0.18,0.31,0.058,167.0,0.9931,3.16,0.53,10.0,7,0,1
46,6.2,0.45,0.26,0.063,206.0,0.994,3.27,0.52,9.8,4,0,0
47,6.2,0.46,0.25,0.066,207.0,0.9939,3.25,0.52,9.8,5,0,0
48,7.0,0.31,0.26,0.069,160.0,0.9954,3.13,0.46,9.8,6,0,1
49,6.9,0.19,0.35,0.067,150.0,0.995,3.36,0.48,9.8,5,0,0
50,7.2,0.19,0.31,0.062,173.0,0.9917,3.35,0.44,11.7,6,0,1
51,6.6,0.25,0.29,0.068,124.0,0.9914,3.34,0.58,11.0,7,0,1
52,6.2,0.16,0.33,0.057,82.0,0.991,3.32,0.46,10.9,7,0,1
53,6.4,0.18,0.35,0.045,108.0,0.9911,3.31,0.35,10.9,6,0,1
54,6.8,0.2,0.59,0.147,132.0,0.993,3.05,0.38,9.1,6,0,1
55,6.9,0.25,0.35,0.039,191.0,0.9908,3.13,0.52,11.0,6,0,1
56,7.2,0.21,0.34,0.043,213.0,0.9962,3.09,0.5,9.6,6,0,1
57,6.0,0.19,0.26,0.048,147.0,0.9972,3.3,0.36,8.9,6,0,1
58,6.6,0.38,0.15,0.044,78.0,0.9931,3.11,0.38,10.2,6,0,1
59,7.4,0.2,0.36,0.038,111.0,0.9926,3.36,0.34,9.9,6,0,1
60,6.8,0.22,0.24,0.092,123.0,0.9951,3.03,0.46,8.6,6,0,1
61,6.0,0.19,0.26,0.048,147.0,0.9972,3.3,0.36,8.9,6,0,1
62,7.0,0.47,0.07,0.035,151.0,0.991,3.02,0.34,10.5,5,0,0
63,6.6,0.38,0.15,0.044,78.0,0.9931,3.11,0.38,10.2,6,0,1
64,7.2,0.24,0.27,0.038,122.0,0.9927,3.15,0.46,10.3,6,0,1
65,6.2,0.35,0.03,0.064,120.0,0.9934,3.22,0.54,9.1,5,0,0
66,6.4,0.26,0.24,0.04,124.0,0.9903,3.22,0.49,12.6,7,0,1
67,6.7,0.25,0.13,0.041,174.0,0.992,3.14,0.42,9.8,5,0,0
68,6.7,0.23,0.31,0.046,96.0,0.9926,3.33,0.64,10.7,8,0,1
69,7.4,0.24,0.29,0.05,105.0,0.9962,3.13,0.35,9.5,5,0,0
70,6.2,0.27,0.43,0.056,244.0,0.9956,3.1,0.51,9.0,6,0,1
71,6.8,0.3,0.23,0.061,238.5,0.9958,3.32,0.6,9.5,5,0,0
72,6.0,0.27,0.28,0.063,201.0,0.9964,3.69,0.71,10.0,5,0,0
73,8.6,0.23,0.46,0.054,72.0,0.9941,2.95,0.49,9.1,6,0,1
74,6.7,0.23,0.31,0.046,96.0,0.9926,3.33,0.64,10.7,8,0,1
75,7.4,0.24,0.29,0.05,105.0,0.9962,3.13,0.35,9.5,5,0,0
76,7.1,0.18,0.36,0.043,87.0,0.9898,3.26,0.37,12.7,7,0,1
77,7.0,0.32,0.34,0.042,69.0,0.9912,3.31,0.65,12.0,7,0,1
78,7.4,0.18,0.3,0.064,103.0,0.9961,2.94,0.56,9.3,5,0,0
79,6.7,0.54,0.28,0.06,105.0,0.9949,3.27,0.37,9.0,5,0,0
80,6.8,0.22,0.31,0.053,114.0,0.9929,3.39,0.77,10.6,6,0,1
81,7.1,0.2,0.34,0.05,166.0,0.9985,3.21,0.6,9.2,6,0,1
82,7.1,0.34,0.2,0.063,164.0,0.9946,3.17,0.42,10.0,5,0,0
83,7.3,0.22,0.3,0.047,207.0,0.9966,3.33,0.46,9.5,6,0,1
84,7.1,0.43,0.61,0.045,155.0,0.9974,3.11,0.45,8.7,5,0,0
85,7.1,0.44,0.62,0.044,152.0,0.9975,3.12,0.46,8.7,6,0,1
86,7.2,0.39,0.63,0.044,156.0,0.9974,3.09,0.44,8.7,6,0,1
87,6.8,0.25,0.31,0.05,202.0,0.9972,3.22,0.48,9.7,6,0,1
88,7.1,0.43,0.61,0.045,155.0,0.9974,3.11,0.45,8.7,5,0,0
89,7.1,0.44,0.62,0.044,152.0,0.9975,3.12,0.46,8.7,6,0,1
90,7.2,0.39,0.63,0.044,156.0,0.9974,3.09,0.44,8.7,6,0,1
91,6.1,0.27,0.43,0.049,243.0,0.9957,3.12,0.47,9.0,5,0,0
92,6.9,0.24,0.33,0.035,136.0,0.99,3.26,0.4,12.6,7,0,1
93,6.9,0.21,0.33,0.034,136.0,0.9899,3.25,0.41,12.6,7,0,1
94,7.5,0.17,0.32,0.04,148.0,0.9916,3.21,0.44,11.5,7,0,1
95,7.1,0.26,0.29,0.044,240.0,0.9969,3.04,0.42,9.2,6,0,1
96,6.0,0.34,0.66,0.046,164.0,0.9979,3.14,0.5,8.8,6,0,1
97,8.6,0.265,0.36,0.034,80.0,0.9913,2.95,0.36,11.4,7,0,1
98,9.8,0.36,0.46,0.038,83.0,0.9956,2.89,0.3,10.1,4,0,0
99,6.0,0.34,0.66,0.046,164.0,0.9979,3.14,0.5,8.8,6,0,1
100,7.4,0.25,0.37,0.06,192.0,0.9975,3.0,0.44,9.1,5,0,0
101,7.1,0.12,0.32,0.054,162.0,0.9962,3.4,0.41,9.4,5,0,0
102,6.0,0.21,0.24,0.05,164.0,0.997,3.34,0.39,9.4,5,0,0
103,7.5,0.305,0.4,0.059,170.0,1.0,2.99,0.46,9.0,5,0,0
104,7.4,0.25,0.37,0.06,192.0,0.9975,3.0,0.44,9.1,5,0,0
105,7.3,0.13,0.32,0.051,109.0,0.9974,3.2,0.35,9.2,6,0,1
106,7.1,0.12,0.32,0.054,162.0,0.9962,3.4,0.41,9.4,5,0,0
107,7.1,0.23,0.35,0.04,171.0,0.999,3.16,0.59,9.1,6,0,1
108,7.1,0.23,0.35,0.04,171.0,0.999,3.16,0.59,9.1,6,0,1
109,6.9,0.33,0.28,0.051,187.0,0.9927,3.27,0.6,10.3,5,0,0
110,6.5,0.17,0.54,0.082,163.0,0.9959,2.89,0.39,8.8,6,0,1
111,7.2,0.27,0.46,0.052,255.0,1.0,3.04,0.52,8.9,5,0,0
112,7.2,0.31,0.5,0.056,195.0,0.9982,3.01,0.47,9.2,5,0,0
113,6.7,0.41,0.34,0.049,150.0,0.9968,3.22,0.51,9.1,5,0,0
114,6.7,0.41,0.34,0.049,150.0,0.9968,3.22,0.51,9.1,5,0,0
115,5.5,0.485,0.0,0.065,103.0,0.994,3.63,0.4,9.7,4,0,0
116,6.0,0.31,0.24,0.041,143.0,0.9914,3.31,0.44,11.3,6,0,1
117,7.0,0.14,0.4,0.035,85.0,0.9911,3.19,0.42,11.8,6,0,1
118,7.2,0.31,0.5,0.056,195.0,0.9982,3.01,0.47,9.2,5,0,0
119,7.3,0.32,0.48,0.06,196.0,0.9982,3.04,0.5,9.2,5,0,0
120,5.9,0.36,0.04,0.046,87.0,0.9934,3.22,0.51,10.2,5,0,0
121,7.8,0.24,0.32,0.054,138.0,0.9984,3.01,0.54,8.8,5,0,0
122,7.4,0.16,0.31,0.059,131.0,0.9952,3.29,0.34,9.7,5,0,0
123,6.9,0.19,0.28,0.058,146.0,0.9952,3.29,0.36,9.1,6,0,1
124,6.4,0.13,0.47,0.092,158.0,0.9928,3.21,0.36,9.8,6,0,1
125,6.7,0.19,0.36,0.026,143.0,0.9912,3.27,0.48,11.0,6,0,1
126,7.4,0.39,0.23,0.033,126.0,0.994,3.14,0.42,10.5,5,0,0
127,6.5,0.24,0.32,0.038,203.0,0.9958,3.45,0.54,9.7,7,0,1
128,6.1,0.3,0.56,0.044,179.0,0.9924,3.3,0.57,10.9,7,0,1
129,6.1,0.3,0.56,0.046,184.0,0.9924,3.31,0.57,10.9,6,0,1
130,5.7,0.26,0.25,0.02,57.0,0.994,3.39,0.37,10.6,5,0,0
131,6.5,0.24,0.32,0.038,203.0,0.9958,3.45,0.54,9.7,7,0,1
132,6.5,0.425,0.4,0.038,241.0,0.9979,3.23,0.57,9.0,5,0,0
133,6.6,0.24,0.27,0.035,188.0,0.9982,3.24,0.51,9.2,5,0,0
134,6.8,0.27,0.22,0.034,203.0,0.9961,3.19,0.52,8.9,5,0,0
135,6.7,0.27,0.31,0.036,179.0,0.9979,3.26,0.56,9.6,5,0,0
136,8.2,0.23,0.4,0.027,121.0,0.992,3.12,0.38,10.7,6,0,1
137,7.1,0.37,0.67,0.045,155.0,0.9975,3.16,0.44,8.7,5,0,0
138,6.8,0.19,0.36,0.035,96.0,0.9917,3.15,0.54,10.8,7,0,1
139,8.1,0.28,0.39,0.029,79.0,0.9923,3.23,0.52,11.8,6,0,1
140,6.3,0.31,0.34,0.045,77.0,0.9927,3.3,0.43,10.2,5,0,0
141,7.1,0.37,0.67,0.045,155.0,0.9975,3.16,0.44,8.7,5,0,0
142,7.9,0.21,0.4,0.039,107.0,0.992,3.21,0.54,10.8,6,0,1
143,8.5,0.21,0.41,0.036,99.0,0.9947,3.18,0.53,9.7,6,0,1
144,8.1,0.2,0.4,0.037,87.0,0.9921,3.12,0.54,11.2,6,0,1
145,6.3,0.255,0.37,0.04,114.0,0.9905,3.0,0.39,10.9,6,0,1
146,5.6,0.16,0.27,0.044,168.0,0.9918,3.28,0.37,10.1,6,0,1
147,6.4,0.595,0.14,0.058,97.0,0.9951,3.38,0.36,9.0,4,0,0
148,6.3,0.34,0.33,0.034,80.0,0.9917,3.38,0.58,12.0,7,0,1
149,6.9,0.25,0.3,0.054,116.0,0.994,2.99,0.38,9.4,6,0,1
150,7.9,0.22,0.38,0.043,152.0,0.9934,3.12,0.32,11.5,7,0,1
151,7.6,0.18,0.46,0.055,135.0,0.9968,3.14,0.43,9.9,6,0,1
152,6.9,0.25,0.3,0.054,116.0,0.994,2.99,0.38,9.4,6,0,1
153,7.2,0.18,0.41,0.048,97.0,0.9919,3.14,0.45,10.4,5,0,0
154,8.2,0.23,0.4,0.049,76.0,0.9966,3.06,0.84,9.7,6,0,1
155,7.4,0.24,0.42,0.066,198.0,0.9979,2.89,0.42,8.9,6,0,1
156,7.4,0.24,0.42,0.066,198.0,0.9979,2.89,0.42,8.9,6,0,1
157,6.1,0.32,0.24,0.036,124.0,0.9898,3.29,0.42,12.4,7,0,1
158,5.2,0.44,0.04,0.036,119.0,0.9894,3.36,0.33,12.1,8,0,1
159,5.2,0.44,0.04,0.036,119.0,0.9894,3.36,0.33,12.1,8,0,1
160,6.1,0.32,0.24,0.036,124.0,0.9898,3.29,0.42,12.4,7,0,1
161,6.4,0.22,0.56,0.055,159.0,0.998,2.98,0.4,9.1,5,0,0
162,6.3,0.36,0.3,0.049,85.0,0.9932,3.28,0.39,10.6,5,0,0
163,7.4,0.24,0.42,0.066,198.0,0.9979,2.89,0.42,8.9,6,0,1
164,6.7,0.24,0.35,0.05,205.0,0.997,3.15,0.5,9.5,5,0,0
165,7.0,0.23,0.36,0.051,177.0,0.9972,3.16,0.49,9.8,5,0,0
166,8.4,0.27,0.46,0.048,197.0,0.9974,3.14,0.59,9.6,6,0,1
167,6.7,0.46,0.18,0.034,98.0,0.9896,3.08,0.44,12.6,7,0,1
168,7.5,0.29,0.31,0.055,151.0,0.9968,3.08,0.54,9.3,5,0,0
169,9.8,0.42,0.48,0.034,110.0,0.9958,2.87,0.29,10.0,5,0,0
170,7.1,0.3,0.46,0.066,133.0,0.9906,3.12,0.54,12.7,6,0,1
171,7.9,0.19,0.45,0.045,96.0,0.9917,3.13,0.39,11.0,6,0,1
172,7.6,0.48,0.37,0.037,100.0,0.9902,3.03,0.39,11.4,4,0,0
173,6.3,0.22,0.43,0.038,130.0,0.9918,3.35,0.33,11.5,7,0,1
174,7.5,0.27,0.31,0.051,173.0,0.999,3.09,0.64,10.2,5,0,0
175,6.9,0.23,0.4,0.04,151.0,0.9927,3.11,0.27,11.4,6,0,1
176,7.2,0.32,0.47,0.044,65.0,0.991,3.03,0.41,12.6,4,0,0
177,5.9,0.23,0.3,0.054,170.0,0.9972,3.28,0.39,9.4,5,0,0
178,6.0,0.67,0.07,0.06,108.0,0.9931,3.11,0.35,8.7,4,0,0
179,6.4,0.25,0.32,0.049,176.0,0.995,3.19,0.68,9.2,6,0,1
180,6.4,0.33,0.31,0.048,173.0,0.9951,3.19,0.66,9.3,6,0,1
181,7.1,0.34,0.15,0.053,183.0,0.9936,3.09,0.43,9.2,5,0,0
182,6.8,0.28,0.4,0.048,167.0,1.001,2.93,0.5,8.7,5,0,0
183,6.9,0.27,0.4,0.05,227.0,0.9979,3.18,0.58,9.6,6,0,1
184,6.8,0.26,0.56,0.043,226.0,0.997,3.02,0.63,9.3,5,0,0
185,6.8,0.29,0.56,0.043,230.0,0.9972,3.02,0.63,9.3,5,0,0
186,6.7,0.24,0.41,0.04,166.0,0.9954,3.12,0.61,9.9,6,0,1
187,5.9,0.3,0.23,0.038,119.0,0.9924,3.15,0.5,11.0,5,0,0
188,6.8,0.53,0.35,0.034,109.0,0.9906,3.26,0.57,12.7,8,0,1
189,6.5,0.28,0.28,0.047,210.0,0.9962,3.09,0.54,8.9,4,0,0
190,6.6,0.28,0.28,0.052,211.0,0.9962,3.09,0.55,8.9,6,0,1
191,6.8,0.28,0.4,0.048,167.0,1.001,2.93,0.5,8.7,5,0,0
192,6.8,0.28,0.36,0.045,123.0,0.9928,3.02,0.37,11.4,6,0,1
193,6.6,0.15,0.34,0.055,125.0,0.9942,3.36,0.42,9.6,5,0,0
194,6.4,0.29,0.44,0.2,181.0,0.9942,3.02,0.41,9.1,5,0,0
195,6.4,0.3,0.45,0.197,180.0,0.9942,3.02,0.39,9.1,6,0,1
196,6.4,0.29,0.44,0.197,183.0,0.9942,3.01,0.38,9.1,5,0,0
197,6.8,0.26,0.24,0.052,214.0,0.9961,3.13,0.47,8.9,5,0,0
198,7.1,0.32,0.24,0.05,204.0,0.998,3.1,0.49,8.8,5,0,0
199,6.8,0.26,0.24,0.052,214.0,0.9961,3.13,0.47,8.9,5,0,0
200,6.8,0.27,0.26,0.049,196.0,0.9984,3.15,0.5,9.3,5,0,0
201,7.1,0.32,0.24,0.05,204.0,0.998,3.1,0.49,8.8,5,0,0
202,6.9,0.54,0.32,0.05,236.0,0.9973,3.2,0.5,9.6,5,0,0
203,6.8,0.26,0.34,0.034,134.0,0.9949,3.33,0.53,12.0,6,0,1
204,5.8,0.28,0.35,0.053,114.0,0.9924,3.28,0.5,10.2,4,0,0
205,6.4,0.21,0.5,0.042,153.0,0.9972,3.15,0.43,8.8,5,0,0
206,7.0,0.16,0.32,0.045,126.0,0.9958,3.21,0.34,9.2,5,0,0
207,10.2,0.44,0.88,0.049,124.0,0.9968,2.99,0.51,9.9,4,0,0
208,6.8,0.57,0.29,0.04,77.0,0.9938,3.32,0.74,10.2,5,0,0
209,6.1,0.4,0.31,0.048,170.0,0.993,3.22,0.77,9.5,6,0,1
210,5.6,0.245,0.25,0.032,68.0,0.994,3.31,0.34,10.5,5,0,0
211,6.8,0.18,0.38,0.038,111.0,0.9918,3.32,0.59,11.2,7,0,1
212,7.0,0.16,0.32,0.045,126.0,0.9958,3.21,0.34,9.2,5,0,0
213,6.7,0.13,0.29,0.051,122.0,0.9944,3.44,0.37,9.7,6,0,1
214,6.2,0.25,0.25,0.03,105.0,0.9912,3.3,0.44,11.1,7,0,1
215,5.8,0.26,0.24,0.044,152.0,0.9961,3.31,0.38,9.4,5,0,0
216,7.5,0.27,0.36,0.036,164.0,0.9939,3.03,0.33,11.0,5,0,0
217,5.8,0.26,0.24,0.044,152.0,0.9961,3.31,0.38,9.4,5,0,0
218,5.7,0.28,0.24,0.044,167.0,0.9989,3.31,0.44,9.4,5,0,0
219,7.5,0.23,0.36,0.036,161.0,0.9938,3.04,0.32,11.0,5,0,0
220,7.5,0.27,0.36,0.036,164.0,0.9939,3.03,0.33,11.0,5,0,0
221,7.2,0.685,0.21,0.07,172.0,0.9971,3.0,0.55,9.1,6,0,1
222,6.2,0.25,0.25,0.03,105.0,0.9912,3.3,0.44,11.1,7,0,1
223,6.5,0.19,0.3,0.043,144.0,0.9936,3.42,0.39,9.1,6,0,1
224,6.3,0.495,0.22,0.046,140.0,0.9929,3.39,0.54,10.4,6,0,1
225,7.1,0.24,0.41,0.046,145.0,0.9998,3.32,0.39,8.7,5,0,0
226,6.4,0.17,0.32,0.048,200.0,0.9938,3.5,0.5,9.7,6,0,1
227,7.1,0.25,0.32,0.041,272.0,0.9969,3.17,0.52,9.1,6,0,1
228,6.4,0.17,0.32,0.048,200.0,0.9938,3.5,0.5,9.7,6,0,1
229,7.1,0.24,0.41,0.046,145.0,0.9998,3.32,0.39,8.7,5,0,0
230,6.8,0.64,0.08,0.062,142.0,0.9972,3.37,0.46,8.9,4,0,0
231,8.3,0.28,0.4,0.041,194.0,0.9976,3.34,0.51,9.6,6,0,1
232,8.2,0.27,0.39,0.039,208.0,0.9976,3.31,0.51,9.5,6,0,1
233,7.2,0.23,0.38,0.058,194.0,0.9979,3.09,0.44,9.0,6,0,1
234,7.2,0.23,0.38,0.058,194.0,0.9979,3.09,0.44,9.0,6,0,1
235,7.2,0.23,0.38,0.058,194.0,0.9979,3.09,0.44,9.0,6,0,1
236,7.2,0.23,0.38,0.058,194.0,0.9979,3.09,0.44,9.0,6,0,1
237,6.8,0.52,0.32,0.044,221.0,0.9972,3.27,0.5,9.6,6,0,1
238,7.0,0.26,0.59,0.037,120.0,0.9918,3.34,0.41,11.1,7,0,1
239,6.2,0.25,0.21,0.039,159.0,0.9982,3.48,0.64,9.6,6,0,1
240,7.3,0.32,0.23,0.05,197.0,0.9985,3.2,0.46,8.7,5,0,0
241,7.7,0.31,0.26,0.031,90.0,0.9944,3.13,0.5,10.4,5,0,0
242,7.1,0.21,0.37,0.026,100.0,0.9903,3.15,0.38,11.4,7,0,1
243,6.8,0.24,0.34,0.047,218.5,0.9934,3.3,0.58,9.7,6,0,1
244,6.9,0.4,0.56,0.043,142.0,0.9975,3.14,0.46,8.7,5,0,0
245,6.1,0.18,0.36,0.038,249.5,0.9923,3.37,0.79,11.3,6,0,1
246,6.8,0.21,0.27,0.03,139.0,0.99,3.16,0.61,12.6,7,0,1
247,5.8,0.2,0.27,0.031,77.0,0.9905,3.25,0.36,10.9,7,0,1
248,5.6,0.19,0.26,0.03,76.0,0.9905,3.25,0.37,10.9,7,0,1
249,6.1,0.41,0.14,0.037,119.0,0.996,3.38,0.45,10.0,5,0,0
250,5.9,0.21,0.28,0.053,199.0,0.9964,3.72,0.7,10.0,4,0,0
251,8.5,0.26,0.21,0.074,197.0,0.998,3.02,0.5,9.8,3,0,0
252,6.9,0.4,0.56,0.043,142.0,0.9975,3.14,0.46,8.7,5,0,0
253,5.8,0.24,0.44,0.029,109.0,0.9913,3.53,0.43,11.7,3,0,0
254,5.8,0.24,0.39,0.054,158.0,0.9932,3.21,0.52,9.3,6,0,1
255,6.7,0.26,0.39,0.04,147.0,0.9935,3.32,0.58,9.6,8,0,1
256,6.3,0.35,0.3,0.035,97.0,0.9927,3.27,0.41,11.0,7,0,1
257,6.3,0.35,0.3,0.035,97.0,0.9927,3.27,0.41,11.0,7,0,1
258,6.4,0.23,0.39,0.032,118.0,0.9912,3.32,0.5,11.8,6,0,1
259,5.8,0.36,0.38,0.037,75.0,0.9904,3.28,0.34,11.4,4,0,0
260,6.9,0.115,0.35,0.048,108.0,0.9939,3.32,0.42,10.2,6,0,1
261,6.9,0.29,0.4,0.043,156.0,0.9996,2.93,0.47,8.9,5,0,0
262,6.9,0.28,0.4,0.036,95.0,0.9944,3.17,0.33,10.2,5,0,0
263,7.2,0.29,0.4,0.045,231.0,0.9977,3.08,0.59,9.6,6,0,1
264,6.2,0.24,0.35,0.038,167.0,0.9912,3.1,0.48,10.6,6,0,1
265,6.9,0.29,0.4,0.043,156.0,0.9996,2.93,0.47,8.9,5,0,0
266,6.9,0.32,0.26,0.053,180.0,0.9965,3.25,0.51,9.2,6,0,1
267,5.3,0.58,0.07,0.043,149.0,0.9944,3.34,0.57,9.7,5,0,0
268,5.3,0.585,0.07,0.044,145.0,0.9945,3.34,0.57,9.7,6,0,1
269,5.4,0.59,0.07,0.045,147.0,0.9944,3.34,0.57,9.7,6,0,1
270,6.9,0.32,0.26,0.053,180.0,0.9965,3.25,0.51,9.2,6,0,1
271,5.2,0.6,0.07,0.044,147.0,0.9944,3.33,0.58,9.7,5,0,0
272,5.8,0.25,0.26,0.051,148.0,0.9972,3.29,0.38,9.3,5,0,0
